#YY  MM DD hh mm WVHT  SwH  SwP  WWH  WWP SwD WWD  STEEPNESS  APD MWD
#yr  mo dy hr mn    m    m  sec    m  sec  -  degT     -      sec degT
2013 12 01 07 25  0.8  0.1 10.5  0.8  3.9   S   S VERY_STEEP  3.6 174
2013 12 01 06 55  0.8  0.1 10.5  0.8  3.7   S   S VERY_STEEP  3.5 177
2013 12 01 06 25  0.8  0.1 11.8  0.8  3.9 SSE   S VERY_STEEP  3.6 177
2013 12 01 05 55  0.8  0.1 10.5  0.8  3.6   S   S        N/A  3.5 170
2013 12 01 05 25  0.8  0.1 10.5  0.8  3.7   S   S VERY_STEEP  3.5 170
2013 12 01 04 55  0.8  0.1 10.5  0.7  3.6   S   S        N/A  3.4 179
2013 12 01 04 25  0.8  0.1 10.5  0.8  3.5 SSE   S        N/A  3.5 181
2013 12 01 03 55  0.7  0.1 10.5  0.7  3.2 SSE   S        N/A  3.4 184
2013 12 01 03 25  0.6  0.1 10.5  0.6  3.1 SSE   S        N/A  3.3 176
2013 12 01 02 55  0.6  0.1 11.8  0.6  2.9 SSE   S        N/A  3.2 170
2013 12 01 02 25  0.6  0.1 10.5  0.6  8.3 SSE   S        N/A  3.4 181
2013 12 01 01 55  0.5  0.1 11.1  0.5  8.3   S   S        N/A  3.4 180
2013 12 01 01 25  0.5  0.1 10.5  0.5  8.3 SSE   S        N/A  3.5 173
2013 12 01 00 55  0.5  0.1 10.5  0.4  9.1   S   S        N/A  3.6 176
2013 12 01 00 25  0.5  0.1 10.5  0.4  8.3   S   S        N/A  3.7 183
2013 11 30 23 55  0.4  0.1 10.5  0.4  7.7 SSE SSW        N/A  3.9 195
2013 11 30 23 25  0.4  0.1 10.5  0.4  8.3 SSE   S        N/A  4.0 181
2013 11 30 22 55  0.4  0.1 10.5  0.4  7.7   S   S        N/A  4.5 181
2013 11 30 22 25  0.4  0.1 11.8  0.4  8.3 SSE   S        N/A  4.4 191
2013 11 30 21 55  0.5  0.1 10.5  0.4  7.7   S   S        N/A  4.5 191
2013 11 30 21 25  0.5  0.1 11.1  0.4  9.1   S   S        N/A  4.1 179
2013 11 30 20 55  0.5  0.1 10.5  0.5  7.7 SSE   S        N/A  4.2 190
2013 11 30 20 25  0.5  0.1 10.5  0.5  7.7   S   S        N/A  4.3 191
2013 11 30 19 55  0.5  0.1 10.5  0.5  9.9   S SSE        N/A  4.5 166
2013 11 30 19 25  0.5  0.1 11.8  0.5  8.3   S   S        N/A  4.0 179
2013 11 30 18 55  0.5  0.1 10.5  0.5  7.7 SSE   S        N/A  4.0 181
2013 11 30 18 25  0.5  0.1 10.5  0.5  8.3   S   S        N/A  3.9 176
2013 11 30 17 55  0.5  0.1 10.5  0.5  8.3   S   S        N/A  3.7 173
2013 11 30 17 25  0.6  0.1 10.5  0.6  3.6   S  NE        N/A  3.8  42
2013 11 30 16 55  0.6  0.1 10.5  0.6  9.1 SSE   S        N/A  3.9 170
2013 11 30 16 25  0.7  0.1 10.5  0.6  8.3   S   S        N/A  3.9 190
2013 11 30 15 55  0.7  0.1 10.5  0.7  8.3   S   S        N/A  3.9 181
2013 11 30 15 25  0.7  0.1 10.5  0.7  3.7 SSE  NE        N/A  3.9  39
2013 11 30 14 55  0.7  0.1 10.5  0.7  4.0   S  NE        N/A  3.8  41
2013 11 30 14 25  0.7  0.1 10.5  0.7  3.9   S  NE        N/A  3.7  48
2013 11 30 13 55  0.7  0.1 10.5  0.7  3.5 SSE  NE        N/A  3.8  44
2013 11 30 13 25  0.8  0.2 11.1  0.8  4.2 SSE  NE        N/A  3.8  41
2013 11 30 12 55  0.8  0.1 10.5  0.8  3.9 SSE  NE VERY_STEEP  3.8  51
2013 11 30 12 25  0.7  0.1 11.1  0.7  3.7  SE  NE        N/A  3.7  44
2013 11 30 11 55  0.8  0.1 11.8  0.8  4.0   S  NE VERY_STEEP  3.9  51
2013 11 30 11 25  0.8  0.1 10.5  0.8  4.0 SSE  NE VERY_STEEP  3.9  53
2013 11 30 10 55  0.9  0.1 10.5  0.8  4.3 SSE  NE VERY_STEEP  3.9  55
2013 11 30 10 25  0.9  0.1 10.5  0.9  4.3 SSE ENE VERY_STEEP  4.0  60
2013 11 30 09 55  0.9  0.1 10.5  0.9  4.5   S  NE VERY_STEEP  3.9  56
2013 11 30 09 25  0.9  0.1 11.1  0.9  4.2 SSE  NE VERY_STEEP  3.9  52
2013 11 30 08 55  0.9  0.1 10.5  0.9  4.3   S  NE VERY_STEEP  3.9  52
2013 11 30 08 25  1.0  0.1 10.5  0.9  4.3  SE  NE VERY_STEEP  3.9  49
2013 11 30 07 55  0.9  0.1 11.1  0.9  4.2 SSE  NE VERY_STEEP  3.9  45
2013 11 30 07 25  1.0  0.2 10.5  1.0  4.3 SSE  NE VERY_STEEP  3.9  44
2013 11 30 06 55  1.0  0.1 11.8  1.0  4.2 SSE NNE VERY_STEEP  4.0  29
2013 11 30 06 25  1.0  0.2 10.5  1.0  4.2   S NNE VERY_STEEP  4.0  27
2013 11 30 05 55  0.9  0.1 10.5  0.9  4.2 SSE NNE VERY_STEEP  4.0  13
2013 11 30 05 25  1.0  0.1 10.5  1.0  4.2 SSE NNE VERY_STEEP  4.0  20
2013 11 30 04 55  1.0  0.2 11.1  1.0  4.0   S   N VERY_STEEP  4.0   1
2013 11 30 04 25  1.0  0.1 11.1  1.0  4.0 SSE  MM VERY_STEEP  3.8   0
2013 11 30 03 55  1.0  0.2 10.5  1.0  3.9 SSE   N VERY_STEEP  3.9   3
2013 11 30 03 25  0.9  0.2 10.5  0.9  9.1   S   S    AVERAGE  3.9 184
2013 11 30 02 55  0.9  0.2 10.5  0.9  8.3 SSE   S    AVERAGE  4.2 191
2013 11 30 02 25  0.9  0.2 10.5  0.9  8.3 SSE   S    AVERAGE  4.0 190
2013 11 30 01 55  0.8  0.2 10.5  0.8  9.1 SSE   S    AVERAGE  4.1 186
2013 11 30 01 25  0.9  0.2 10.5  0.8  9.1   S   S    AVERAGE  4.2 186
2013 11 30 00 55  0.8  0.2 11.1  0.8  9.1 SSE   S    AVERAGE  4.0 188
2013 11 30 00 25  0.8  0.2 10.5  0.8  9.9 SSE   S    AVERAGE  4.2 179
2013 11 29 23 55  0.8  0.2 11.1  0.8  9.1 SSE   S    AVERAGE  4.2 190
2013 11 29 22 55  0.8  0.2 11.1  0.7  9.1 SSE   S        N/A  4.4 190
2013 11 29 22 25  0.8  0.2 10.5  0.7  9.1   S   S        N/A  4.7 190
2013 11 29 21 55  0.8  0.3 10.5  0.8  9.9   S   S    AVERAGE  5.2 173
2013 11 29 21 25  0.8  0.2 10.5  0.7  9.1   S   S        N/A  5.2 190
2013 11 29 20 55  0.8  0.2 10.5  0.7  9.1   S   S        N/A  4.9 184
2013 11 29 20 25  0.9  0.3 10.5  0.8  9.1   S SSW    AVERAGE  5.6 193
2013 11 29 19 55  0.8  0.2 10.5  0.8  9.1 SSE   S    AVERAGE  5.0 188
2013 11 29 19 25  0.8  0.2 10.5  0.8  9.1   S SSW    AVERAGE  5.1 198
2013 11 29 18 55  0.8  0.3 10.5  0.7  9.1   S SSW        N/A  5.1 194
2013 11 29 18 25  0.8  0.3 10.5  0.8  9.1   S   S    AVERAGE  5.3 188
2013 11 29 17 55  0.9  0.3 10.5  0.9  9.1   S   S    AVERAGE  5.5 186
2013 11 29 17 25  0.9  0.3 10.5  0.8  9.1   S   S    AVERAGE  5.1 183
2013 11 29 16 55  0.9  0.3 10.5  0.9  9.9   S   S    AVERAGE  5.5 191
2013 11 29 16 25  0.9  0.4 10.5  0.8  9.1   S SSW    AVERAGE  5.1 195
2013 11 29 15 55  1.0  0.4 10.5  0.9  9.9 SSW SSW    AVERAGE  5.6 194
2013 11 29 15 25  0.9  0.5 10.5  0.8  9.1   S   S    AVERAGE  5.5 180
2013 11 29 14 55  1.1  0.5 11.8  0.9  9.9   S SSW    AVERAGE  6.0 197
2013 11 29 14 25  1.1  0.5 10.5  0.9  9.9   S   S    AVERAGE  6.0 188
2013 11 29 13 55  1.0  0.5 10.5  0.9  9.9   S SSW    AVERAGE  5.7 181
2013 11 29 13 25  1.1  0.5 11.1  1.0  9.9   S SSW    AVERAGE  6.0 195
2013 11 29 12 55  1.1  0.4 10.5  1.0  9.9   S SSW    AVERAGE  5.8 195
2013 11 29 12 25  1.1  0.5 10.5  1.0  9.9   S   S    AVERAGE  5.8 184
2013 11 29 11 55  1.1  0.6 10.5  0.9  9.9   S   S    AVERAGE  5.7 177
2013 11 29 11 25  1.2  0.6 10.5  1.0  9.9   S SSW    AVERAGE  5.8 194
2013 11 29 10 55  1.2  0.6 10.5  1.1  9.9   S   S    AVERAGE  6.0 177
2013 11 29 10 25  1.2  0.5 10.5  1.1  9.9   S SSW    AVERAGE  5.8 201
2013 11 29 09 55  1.4  0.7 10.5  1.2  9.9   S SSW    AVERAGE  6.1 200
2013 11 29 09 25  1.3  0.7 10.5  1.1  9.9 SSW SSW    AVERAGE  5.9 193
2013 11 29 08 55  1.4  0.7 10.5  1.2  9.9 SSW SSW    AVERAGE  5.9 202
2013 11 29 08 25  1.5  0.8 10.5  1.3  9.9   S   S    AVERAGE  6.0 184
2013 11 29 07 55  1.5  0.8 10.5  1.3  9.9 SSW SSW    AVERAGE  6.1 193
2013 11 29 07 25  1.7  0.9 10.5  1.4  9.9   S SSW    AVERAGE  6.1 191
2013 11 29 06 55  1.7  0.8 10.5  1.4  9.9   S SSW    AVERAGE  5.8 188
2013 11 29 05 25  1.8  0.8 11.1  1.5  9.9 SSW SSW    AVERAGE  5.8 198
2013 11 29 04 25  2.0  1.0 10.5  1.7  9.9 SSW SSW    AVERAGE  6.2 195
2013 11 29 03 55  1.9  1.0 11.1  1.6  9.9   S   S    AVERAGE  6.2 188
2013 11 29 00 25  2.2  1.2 10.5  1.8  9.9 SSW SSW    AVERAGE  6.6 202
2013 11 28 23 55  2.2  1.4 11.1  1.7  7.1 SSW   W    AVERAGE  6.6 201
2013 11 28 23 25  2.3  1.3 11.8  1.9  9.9 SSW  SW    AVERAGE  6.5 194
2013 11 28 22 55  2.4  1.5 11.1  1.9  9.9 SSW SSW    AVERAGE  6.7 205
2013 11 28 22 25  2.5  1.3 11.8  2.0  9.9   S SSW    AVERAGE  6.8 184
2013 11 28 21 25  2.5  1.5 11.8  2.0  9.9 SSW SSW    AVERAGE  6.9 201
2013 11 28 20 55  2.8  1.8 11.1  2.2  6.7 SSW   W    AVERAGE  7.0 201
2013 11 28 20 25  2.7  1.5 11.8  2.2  9.9 SSW SSW    AVERAGE  6.8 202
2013 11 28 19 55  3.0  1.8 11.8  2.4  7.7   S   W    AVERAGE  7.1 190
2013 11 28 19 25  3.0  1.6 11.8  2.4  9.9 SSW SSW    AVERAGE  6.9 193
2013 11 28 18 55  3.2  1.9 11.1  2.5  9.9 SSW SSW    AVERAGE  7.3 200
2013 11 28 18 25  3.5  2.3 12.5  2.5  9.9   S SSW    AVERAGE  7.7 188
2013 11 28 17 55  3.1  1.8 10.5  2.5  9.1 SSW  SW    AVERAGE  7.0 204
2013 11 28 17 25  3.3  2.0 11.8  2.6  9.1   S  SW    AVERAGE  7.2 191
2013 11 28 15 55  3.5  2.2 12.5  2.7  7.7 SSW   W    AVERAGE  7.4 195
2013 11 28 15 25  3.7  2.1 13.3  3.0  8.3 SSW   W    AVERAGE  7.4 195
2013 11 28 14 55  3.9  2.3 12.5  3.1  8.3 SSW WSW    AVERAGE  7.4 197
2013 11 28 14 25  3.9  2.3 12.5  3.1  7.7 SSW   W    AVERAGE  7.5 204
2013 11 28 13 55  4.0  2.6 13.3  3.0  8.3 SSW WSW    AVERAGE  7.7 197
2013 11 28 13 25  4.3  2.6 11.8  3.3  9.9 SSW  SW    AVERAGE  7.7 200
2013 11 28 12 55  4.0  2.6 12.5  3.0  7.7 SSW   W    AVERAGE  7.7 197
2013 11 28 12 25  3.8  2.2 12.5  3.1  7.7 SSW   W    AVERAGE  7.4 201
2013 11 28 11 55  4.3  2.8 13.3  3.3  7.7 SSW WSW    AVERAGE  7.9 207
2013 11 28 11 25  4.4  3.0 13.3  3.2  8.3 SSW WSW    AVERAGE  8.1 198
2013 11 28 10 55  4.5  3.2 13.3  3.1  9.9 SSW SSW      SWELL  8.3 198
2013 11 28 10 25  4.3  2.9 12.5  3.1  9.9 SSW  SW    AVERAGE  8.2 198
2013 11 28 09 55  4.8  3.6 13.3  3.1  7.7 SSW WSW      SWELL  8.6 200
2013 11 28 09 25  4.6  3.3 13.3  3.2  6.7 SSW WNW      SWELL  8.4 201
2013 11 28 08 55  5.2  3.9 13.3  3.3  6.7 SSW WNW    AVERAGE  8.9 194
2013 11 28 08 25  4.9  3.8 14.3  3.0  9.9 SSW  SW      SWELL  8.9 193
2013 11 28 07 55  4.8  3.5 14.3  3.3  6.7 SSW   W      SWELL  8.4 197
2013 11 28 07 25  5.1  3.9 13.3  3.2  6.7 SSW WNW      SWELL  8.9 195
2013 11 28 06 55  4.8  3.6 11.8  3.1  9.9 SSW SSW    AVERAGE  8.8 194
2013 11 28 06 25  5.5  4.4 14.3  3.3  9.9   S SSW      SWELL  9.6 191
2013 11 28 05 55  5.7  4.8 12.5  3.1  9.9   S SSW    AVERAGE  9.6 191
2013 11 28 05 25  4.9  3.7 11.8  3.0  9.9   S SSW    AVERAGE  9.0 188
2013 11 28 04 55  4.6  3.5 13.3  2.9  6.2 SSW WNW      SWELL  8.7 195
2013 11 28 04 25  4.2  3.0 12.5  2.8  9.9   S SSW    AVERAGE  8.5 183
2013 11 28 03 55  4.7  3.5 13.3  3.0  9.9 SSW SSW      SWELL  8.6 195
2013 11 28 03 25  4.8  3.6 11.8  3.1  9.9 SSW SSW    AVERAGE  8.6 197
2013 11 28 02 55  4.9  3.7 12.5  3.1  9.9 SSW SSW    AVERAGE  8.8 202
2013 11 28 02 25  4.4  3.1 12.5  3.0  9.1 SSW   S    AVERAGE  8.2 205
2013 11 28 01 55  4.5  3.6 11.8  2.8  9.9 SSW   S    AVERAGE  8.6 194
2013 11 28 01 25  4.4  3.3 11.8  2.8  9.9 SSW SSW    AVERAGE  8.4 198
2013 11 28 00 55  4.2  3.3 11.1  2.5  9.9 SSW   S    AVERAGE  9.1 197
2013 11 28 00 25  4.6  3.6 11.8  2.8  9.9 SSW SSW    AVERAGE  9.7 200
2013 11 27 23 55  4.8  3.9 12.5  2.7  9.1 SSW   S    AVERAGE  9.7 204
2013 11 27 23 25  5.0  4.0 11.1  3.0  9.9 SSW   S    AVERAGE  9.7 194
2013 11 27 22 55  4.9  3.6 11.1  3.1  9.9 SSW SSW    AVERAGE  9.4 197
2013 11 27 22 25  4.9  3.4 11.8  3.4  9.9 SSW   S    AVERAGE  9.0 195
2013 11 27 21 55  5.0  3.8 12.5  3.2  9.9 SSW   S    AVERAGE  9.3 207
2013 11 27 21 25  4.8  3.5 11.1  3.1  9.9 SSW SSW    AVERAGE  9.1 198
2013 11 27 20 55  5.0  3.6 11.8  3.4  9.9 SSW SSW    AVERAGE  9.0 211
2013 11 27 20 25  5.7  4.2 11.8  3.7  9.9 SSW   S    AVERAGE  9.3 209
2013 11 27 19 55  5.5  3.8 12.5  3.9  9.1  SW SSW    AVERAGE  8.8 214
2013 11 27 19 25  5.2  3.6 11.8  3.7  9.1 SSW SSW    AVERAGE  8.7 208
2013 11 27 18 55  5.5  3.4 11.1  4.1  9.9 SSW SSW    AVERAGE  8.7 209
2013 11 27 18 25  5.8  4.1 11.1  3.9  9.9  SW SSW      STEEP  8.8 215
2013 11 27 17 55  6.1  3.7 11.1  4.7  9.9  SW SSW      STEEP  8.7 214
2013 11 27 17 25  6.3  3.7 10.5  4.9  9.9 SSW SSW      STEEP  8.8 207
2013 11 27 16 55  5.6  3.5 11.8  4.2  9.9  SW  SW    AVERAGE  8.4 218
2013 11 27 16 25  6.3  3.9 11.1  4.8  9.9  SW SSW      STEEP  8.6 217
2013 11 27 15 55  6.5  4.0 11.1  4.8  9.9  SW SSW      STEEP  8.8 219
2013 11 27 15 25  6.3  3.7 10.5  4.9  9.9  SW  SW      STEEP  8.6 217
2013 11 27 14 55  5.8  3.2 10.5  4.7  9.1 SSW SSW      STEEP  8.2 211
2013 11 27 14 25  5.9  2.5 10.5  5.1  9.9  SW SSW      STEEP  8.2 211
2013 11 27 13 55  5.5  1.6 10.5  5.1  9.1  SW SSW      STEEP  7.8 208
2013 11 27 13 25  5.2  1.3 10.5  4.9  9.1  SW SSW      STEEP  7.5 198
2013 11 27 12 55  5.0  1.1 10.5  4.8  8.3  SW SSW VERY_STEEP  7.4 200
2013 11 27 12 25  4.6  0.6 10.5  4.5  9.1   S SSW      STEEP  7.2 201
2013 11 27 11 55  3.8  0.4 11.1  3.8  8.3 SSW SSW      STEEP  6.6 194
2013 11 27 11 25  4.5  0.5 10.5  4.5  7.7 SSW   S VERY_STEEP  7.0 184
2013 11 27 10 55  4.0  0.4 10.5  4.0  7.7   S   S VERY_STEEP  6.6 184
2013 11 27 10 25  4.1  0.3 11.8  4.1  7.7   S   S VERY_STEEP  6.6 174
2013 11 27 09 55  3.3  0.2 10.5  3.3  7.1 ESE   S VERY_STEEP  6.2 174
2013 11 27 09 25  3.2  0.3 11.1  3.2  6.7   S   S VERY_STEEP  5.9 172
2013 11 27 08 55  3.0  0.2 13.3  3.0  6.7   S   S VERY_STEEP  5.7 179
2013 11 27 08 25  2.4  0.2 10.5  2.4  6.2 SSE   S VERY_STEEP  5.1 177
2013 11 27 07 55  2.2  0.2 10.5  2.2  5.9 SSE   S VERY_STEEP  5.0 174
2013 11 27 07 25  2.0  0.2 11.1  2.0  5.9 SSE   S VERY_STEEP  4.7 174
2013 11 27 06 55  2.0  0.1 10.5  2.0  5.6   S   S VERY_STEEP  4.7 176
2013 11 27 06 25  1.6  0.1 11.1  1.6  5.3 SSE SSE VERY_STEEP  4.5 156
2013 11 27 05 55  1.6  0.1 10.5  1.6  5.0 SSE SSE VERY_STEEP  4.3 163
2013 11 27 05 25  1.5  0.2 13.3  1.5  4.8   S SSE VERY_STEEP  4.3 166
2013 11 27 04 55  1.3  0.1 11.1  1.3  4.8   S SSE VERY_STEEP  4.2 162
2013 11 27 04 25  1.3  0.1 10.5  1.3  4.3   S SSE VERY_STEEP  4.1 155
2013 11 27 03 55  1.3  0.1 10.5  1.3  4.3 SSE SSE VERY_STEEP  4.1 155
2013 11 27 03 25  1.2  0.1 10.5  1.2  4.2   S SSE VERY_STEEP  4.0 157
2013 11 27 02 55  1.1  0.1 10.5  1.1  6.2   S WSW      STEEP  4.1 240
2013 11 27 02 25  1.1  0.1 11.1  1.1  3.7   S SSE VERY_STEEP  4.0 156
2013 11 27 01 55  1.0  0.1 11.8  1.0  6.2 SSE WSW      STEEP  4.2 249
2013 11 27 01 25  1.0  0.1 10.5  1.0  6.7 SSW WSW    AVERAGE  4.3 238
2013 11 27 00 55  1.0  0.1 11.1  1.0  6.2 SSE   W      STEEP  4.5 260
2013 11 27 00 25  1.0  0.1 10.5  1.0  6.7   S WSW    AVERAGE  4.7 252
2013 11 26 23 55  1.0  0.1 11.1  1.0  6.2   S WSW      STEEP  4.9 254
2013 11 26 23 25  0.9  0.1 11.1  0.9  6.2 SSE WSW      STEEP  4.9 257
2013 11 26 22 55  1.0  0.1 12.5  1.0  6.7   S WSW    AVERAGE  5.2 256
2013 11 26 22 25  1.1  0.1 10.5  1.1  6.7 SSE WSW      STEEP  5.2 250
2013 11 26 21 55  1.2  0.1 11.1  1.2  6.7   S WSW      STEEP  5.3 256
2013 11 26 21 25  1.2  0.1 11.1  1.2  6.7 SSE   W      STEEP  5.0 259
2013 11 26 20 55  1.2  0.1 11.8  1.2  6.7   S WSW      STEEP  5.0 257
2013 11 26 20 25  1.3  0.1 10.5  1.2  6.7   S   W      STEEP  5.1 263
2013 11 26 19 55  1.3  0.1 11.1  1.3  6.7 SSE WSW      STEEP  5.2 256
2013 11 26 19 25  1.4  0.1 11.1  1.4  6.7 SSE WSW      STEEP  5.1 257
2013 11 26 18 55  1.4  0.1 16.7  1.4  6.7 SSW   W      STEEP  5.1 263
2013 11 26 18 25  1.4  0.1 10.5  1.4  7.1   S   W      STEEP  5.1 260
2013 11 26 17 55  1.5  0.1 10.5  1.5  6.7   S   W      STEEP  5.3 262
2013 11 26 17 25  1.5  0.1 10.5  1.5  7.1   S   W      STEEP  5.2 264
2013 11 26 16 55  1.6  0.1 10.5  1.6  6.7 SSW   W      STEEP  5.3 266
2013 11 26 16 25  1.6  0.1 11.1  1.6  7.1   S   W      STEEP  5.3 266
2013 11 26 15 55  1.6  0.1 11.1  1.6  7.1  SW   W      STEEP  5.1 263
2013 11 26 15 25  1.6  0.1 11.8  1.6  7.1   S   W      STEEP  5.1 264
2013 11 26 14 55  1.8  0.1 10.5  1.8  7.1  SW   W      STEEP  5.3 267
2013 11 26 14 25  2.0  0.1 10.5  2.0  6.7  SW   W      STEEP  5.5 269
2013 11 26 13 55  2.0  0.1 10.5  2.0  7.7  SW   W      STEEP  5.4 263
2013 11 26 13 25  2.1  0.1 10.5  2.1  7.1  SW   W      STEEP  5.5 270
2013 11 26 12 55  2.2  0.1 11.8  2.2  7.1 WSW   W      STEEP  5.4 269
2013 11 26 12 25  2.2  0.1 10.5  2.2  7.1 WSW   W      STEEP  5.4 266
2013 11 26 11 55  2.5  0.2 18.2  2.5  7.1   W   W      STEEP  5.7 274
2013 11 26 11 25  2.5  0.2 22.2  2.5  7.1   W   W      STEEP  5.6 264
2013 11 26 10 55  2.3  0.2 11.8  2.3  7.1   W   W      STEEP  5.4 269
2013 11 26 10 25  2.5  0.2 11.1  2.5  7.1 WSW   W      STEEP  5.6 270
2013 11 26 09 55  2.5  0.1 10.5  2.5  6.7  SW   W VERY_STEEP  5.5 267
2013 11 26 09 25  2.4  0.2 18.2  2.4  6.7   W   W VERY_STEEP  5.5 270
2013 11 26 08 55  2.3  0.1 10.5  2.3  6.7  SW   W VERY_STEEP  5.3 264
2013 11 26 08 25  2.3  0.2 11.1  2.3  6.7 WSW   W VERY_STEEP  5.4 266
2013 11 26 07 55  2.3  0.2 12.5  2.3  6.2   W   W VERY_STEEP  5.2 269
2013 11 26 07 25  2.4  0.2 10.5  2.4  6.2 WSW   W VERY_STEEP  5.3 267
2013 11 26 06 55  2.1  0.1 20.0  2.1  5.9   W   W VERY_STEEP  5.0 270
2013 11 26 06 25  2.0  0.1 20.0  2.0  5.9 WSW   W VERY_STEEP  4.9 267
2013 11 26 05 55  1.9  0.1 10.5  1.9  5.6  SW   W VERY_STEEP  4.7 266
2013 11 26 05 25  1.7  0.1 10.5  1.7  5.6  SW   W VERY_STEEP  4.6 267
2013 11 26 04 55  1.7  0.1 10.5  1.7  5.0  SW   W VERY_STEEP  4.5 267
2013 11 26 04 25  1.5  0.1 10.5  1.5  5.0   S   W VERY_STEEP  4.3 273
2013 11 26 03 55  1.4  0.1 13.3  1.4  5.0 WSW   W VERY_STEEP  4.3 266
2013 11 26 03 25  1.4  0.1 10.5  1.4  4.8 SSE   W VERY_STEEP  4.1 270
2013 11 26 02 55  1.2  0.1 11.1  1.2  4.8 SSW   W VERY_STEEP  3.8 273
2013 11 26 02 25  1.1  0.1 10.5  1.1  4.3 SSW   W VERY_STEEP  3.9 277
2013 11 26 01 55  1.1  0.1 10.5  1.1  4.3   S   W VERY_STEEP  3.8 271
2013 11 26 01 25  1.1  0.1 11.1  1.1  4.5 SSE   W VERY_STEEP  3.8 274
2013 11 26 00 55  1.0  0.1 11.1  1.0  4.8   S   W VERY_STEEP  3.6 269
2013 11 26 00 25  0.9  0.1 10.5  0.9  4.3   S   W VERY_STEEP  3.6 281
2013 11 25 23 55  0.9  0.1 10.5  0.9  4.2  SE WNW VERY_STEEP  3.6 291
2013 11 25 23 25  0.8  0.1 10.5  0.8  4.8  SE   W VERY_STEEP  3.6 277
2013 11 25 22 55  0.9  0.1 11.1  0.9  4.5 SSW WNW VERY_STEEP  3.6 284
2013 11 25 22 25  0.9  0.1 11.1  0.9  4.5   S WNW VERY_STEEP  3.7 284
2013 11 25 21 55  0.9  0.1 10.5  0.9  4.5 SSE WNW VERY_STEEP  3.7 287
2013 11 25 21 25  1.0  0.1 10.5  0.9  5.0   S   W VERY_STEEP  3.8 278
2013 11 25 20 55  1.0  0.1 11.1  1.0  4.8 SSW WNW VERY_STEEP  4.0 292
2013 11 25 20 25  1.1  0.1 11.1  1.1  5.0   S WNW VERY_STEEP  4.0 290
2013 11 25 19 55  1.2  0.1 10.5  1.2  4.5   S WNW VERY_STEEP  4.1 301
2013 11 25 19 25  1.3  0.1 11.8  1.3  5.6 SSW   W VERY_STEEP  4.2 281
2013 11 25 18 55  1.3  0.1 11.8  1.3  5.3   S WNW VERY_STEEP  4.2 288
2013 11 25 18 25  1.2  0.1 11.1  1.2  5.6   S WNW VERY_STEEP  4.1 288
2013 11 25 17 55  1.4  0.1 11.8  1.4  5.3 ESE WNW VERY_STEEP  4.4 299
2013 11 25 17 25  1.5  0.1 11.1  1.5  5.3   W WNW VERY_STEEP  4.4 299
2013 11 25 16 55  1.5  0.1 12.5  1.4  5.3 WSW WNW VERY_STEEP  4.3 301
2013 11 25 16 25  1.6  0.1 11.1  1.6  5.6 SSW  NW VERY_STEEP  4.5 304
2013 11 25 11 55  2.1  0.1 10.5  2.1  5.9  SW WNW VERY_STEEP  5.0 301
2013 11 25 11 25  2.2  0.2 11.1  2.2  6.2 WNW WNW VERY_STEEP  5.1 301
2013 11 25 10 55  2.3  0.2 11.1  2.3  6.2  NW WNW VERY_STEEP  5.1 298
2013 11 25 10 25  2.3  0.2 10.5  2.3  7.1  SW WNW      STEEP  5.2 284
2013 11 25 09 55  2.2  0.1 10.5  2.2  6.7 ESE WNW VERY_STEEP  5.1 285
2013 11 25 09 25  2.5  0.2 10.5  2.5  6.2  SW  NW VERY_STEEP  5.3 305
2013 11 25 08 55  2.5  0.2 11.1  2.5  6.7 NNW WNW VERY_STEEP  5.3 294
2013 11 25 08 25  2.6  0.2 10.5  2.6  6.7 SSW  NW VERY_STEEP  5.5 308
2013 11 25 07 55  2.7  0.2 10.5  2.6  6.7  SW WNW VERY_STEEP  5.5 302
2013 11 25 07 25  2.9  0.2 11.1  2.9  7.1 WNW WNW VERY_STEEP  5.7 291
2013 11 25 06 55  2.9  0.2 10.5  2.9  7.1 NNW WNW VERY_STEEP  5.7 292
2013 11 25 06 25  3.2  0.2 10.5  3.2  7.1 WNW WNW VERY_STEEP  6.0 295
2013 11 25 05 55  3.1  0.2 11.1  3.0  6.7  NW  NW VERY_STEEP  5.8 315
2013 11 25 05 25  3.1  0.3 10.5  3.1  6.7   W  NW VERY_STEEP  5.8 309
2013 11 25 04 55  3.3  0.2 16.7  3.3  7.1  NW WNW VERY_STEEP  5.9 302
2013 11 25 04 25  3.2  0.3 10.5  3.2  6.2 WNW  NW VERY_STEEP  5.7 322
2013 11 25 03 55  3.2  0.2 10.5  3.2  6.7   W  NW VERY_STEEP  6.0 314
2013 11 25 03 25  3.2  0.2 11.8  3.2  7.1  NW  NW VERY_STEEP  6.0 312
2013 11 25 02 55  3.5  0.2 10.5  3.4  7.1 WNW  NW VERY_STEEP  6.1 318
2013 11 25 02 25  3.4  0.2 10.5  3.4  6.7 WNW  NW VERY_STEEP  6.0 315
2013 11 25 01 55  3.6  0.2 11.1  3.6  7.7  NW WNW VERY_STEEP  6.1 301
2013 11 25 01 25  3.0  0.2 10.5  3.0  6.7  NW  NW VERY_STEEP  5.7 319
2013 11 25 00 55  3.7  0.3 10.5  3.7  6.7  NW NNW VERY_STEEP  6.1 332
2013 11 25 00 25  3.7  0.3 11.1  3.7  7.1 WNW  NW VERY_STEEP  6.1 319
