#YY  MM DD hh mm WVHT  SwH  SwP  WWH  WWP SwD WWD  STEEPNESS  APD MWD
#yr  mo dy hr mn    m    m  sec    m  sec  -  degT     -      sec degT
2013 12 07 04 25  1.8  0.2 10.5  1.8  7.7   S SSW      STEEP  5.0 202
2013 12 07 03 55  1.8  0.2 10.5  1.7  7.7   S SSW      STEEP  5.2 207
2013 12 07 03 25  1.8  0.3 10.5  1.7  7.7   S  SW      STEEP  5.3 215
2013 12 07 02 55  1.6  0.3 10.5  1.6  8.3   S SSW    AVERAGE  5.3 209
2013 12 07 02 25  1.6  0.2 10.5  1.6  7.7 SSE  SW    AVERAGE  5.7 218
2013 12 07 01 55  1.6  0.2 10.5  1.5  7.7 SSE SSW    AVERAGE  5.8 212
2013 12 07 01 25  1.7  0.2 10.5  1.6  7.7   S SSW    AVERAGE  6.0 212
2013 12 07 00 55  1.6  0.2 10.5  1.6  7.1   S  SW      STEEP  5.8 217
2013 12 07 00 25  1.7  0.2 10.5  1.7  7.7   S  SW      STEEP  6.2 215
2013 12 06 23 55  1.6  0.2 10.5  1.6  7.7   S  SW    AVERAGE  6.2 221
2013 12 06 23 25  1.6  0.2 10.5  1.6  7.7   S  SW    AVERAGE  6.3 231
2013 12 06 22 55  1.5  0.2 10.5  1.5  7.7 SSE SSW    AVERAGE  6.1 212
2013 12 06 22 25  1.6  0.3 10.5  1.6  7.7 SSE SSW    AVERAGE  6.0 207
2013 12 06 21 55  1.6  0.2 10.5  1.5  7.7 SSE SSW    AVERAGE  5.8 211
2013 12 06 21 25  1.6  0.2 10.5  1.5  7.1 SSE SSW      STEEP  5.8 209
2013 12 06 20 55  1.5  0.2 11.1  1.5  7.1 SSE  SW      STEEP  5.6 224
2013 12 06 20 25  1.5  0.3 10.5  1.5  7.1 SSE  SW      STEEP  5.8 214
2013 12 06 19 55  1.5  0.2 10.5  1.5  7.7 SSE SSW    AVERAGE  5.8 207
2013 12 06 19 25  1.4  0.2 10.5  1.4  7.7 SSE SSW    AVERAGE  5.7 204
2013 12 06 18 55  1.6  0.3 10.5  1.5  7.1 SSE  SW      STEEP  5.9 218
2013 12 06 18 25  1.5  0.2 10.5  1.5  7.1  SE  SW      STEEP  5.7 217
2013 12 06 17 55  1.6  0.3 11.8  1.6  6.2  SE  SW      STEEP  5.8 222
2013 12 06 17 25  1.7  0.3 10.5  1.7  7.7 SSE SSW    AVERAGE  5.7 204
2013 12 06 16 55  1.6  0.3 10.5  1.6  7.1 SSE  SW      STEEP  5.7 219
2013 12 06 16 25  1.6  0.3 10.5  1.6  7.1   S  SW      STEEP  5.4 224
2013 12 06 15 55  1.8  0.3 10.5  1.7  6.2   S  SW VERY_STEEP  5.4 225
2013 12 06 15 25  1.6  0.3 10.5  1.5  7.1 SSE  SW      STEEP  5.2 219
2013 12 06 14 55  1.6  0.2 10.5  1.6  6.7 SSE  SW      STEEP  5.0 219
2013 12 06 14 25  1.6  0.3 10.5  1.6  7.1 SSE SSW      STEEP  5.1 209
2013 12 06 13 55  1.6  0.3 10.5  1.6  6.7 SSE  SW      STEEP  5.1 215
2013 12 06 13 25  1.5  0.3 11.1  1.4  7.1   S  SW      STEEP  5.2 221
2013 12 06 12 55  1.5  0.3 10.5  1.4  8.3   S SSW    AVERAGE  5.2 195
2013 12 06 12 25  1.5  0.2 10.5  1.5  7.7 SSE SSW    AVERAGE  5.1 201
2013 12 06 11 55  1.6  0.2 10.5  1.5  7.7 SSE SSW    AVERAGE  5.1 209
2013 12 06 11 25  1.6  0.2 10.5  1.6  7.1 SSE SSW      STEEP  5.2 207
2013 12 06 10 55  1.6  0.2 10.5  1.6  7.7 SSE SSW    AVERAGE  5.3 204
2013 12 06 10 25  1.5  0.2 11.8  1.5  8.3 SSE SSW    AVERAGE  5.2 208
2013 12 06 09 55  1.5  0.2 10.5  1.5  7.1   S SSW      STEEP  5.4 207
2013 12 06 09 25  1.4  0.2 11.1  1.4  7.7 SSE SSW    AVERAGE  5.4 208
2013 12 06 08 55  1.2  0.3 10.5  1.2  7.1 SSE SSW    AVERAGE  5.4 202
2013 12 06 08 25  1.2  0.2 10.5  1.2  8.3   S SSW    AVERAGE  5.5 204
2013 12 06 07 55  1.3  0.3 10.5  1.3  8.3   S SSW    AVERAGE  5.6 205
2013 12 06 07 25  1.3  0.2 10.5  1.2  7.1   S SSW    AVERAGE  5.4 201
2013 12 06 06 55  1.3  0.3 10.5  1.3  8.3   S SSW    AVERAGE  5.6 194
2013 12 06 06 25  1.3  0.2 10.5  1.2  8.3 SSE SSW    AVERAGE  5.3 200
2013 12 06 05 55  1.2  0.2 10.5  1.2  7.1 SSE SSW    AVERAGE  5.3 198
2013 12 06 05 25  1.1  0.3 11.1  1.1  7.1 SSE SSW    AVERAGE  5.1 205
2013 12 06 04 55  1.1  0.2 11.1  1.1  7.7   S SSW    AVERAGE  5.0 197
2013 12 06 04 25  1.1  0.2 10.5  1.1  6.2   S SSW      STEEP  4.7 195
2013 12 06 03 55  1.1  0.2 10.5  1.1  5.9 SSE   S      STEEP  4.8 190
2013 12 06 03 25  1.1  0.2 11.1  1.1  5.0 SSE SSE VERY_STEEP  4.8 153
2013 12 06 02 55  1.1  0.2 10.5  1.1  5.0   S SSE VERY_STEEP  4.8 156
2013 12 06 02 25  1.1  0.2 10.5  1.0  5.0   S   S VERY_STEEP  4.9 169
2013 12 06 01 55  1.1  0.2 10.5  1.1  5.6 SSE   S      STEEP  4.9 186
2013 12 06 01 25  1.0  0.2 11.1  1.0  5.6   S   S      STEEP  4.8 176
2013 12 06 00 55  1.0  0.2 10.5  1.0  5.6 SSE   S      STEEP  4.7 184
2013 12 06 00 25  1.0  0.2 10.5  1.0  5.3   S SSE VERY_STEEP  4.7 162
2013 12 05 23 55  1.0  0.2 10.5  1.0  5.3 SSE   S VERY_STEEP  4.6 177
2013 12 05 23 25  1.0  0.2 10.5  1.0  5.6   S   S      STEEP  4.7 180
2013 12 05 22 55  1.1  0.2 10.5  1.1  5.6   S   S      STEEP  4.7 183
2013 12 05 22 25  1.1  0.2 11.1  1.0  5.3   S   S VERY_STEEP  4.6 170
2013 12 05 21 55  1.1  0.2 10.5  1.1  5.3   S   S VERY_STEEP  4.5 169
2013 12 05 21 25  1.1  0.2 11.1  1.1  5.3 SSE SSE VERY_STEEP  4.6 162
2013 12 05 20 55  1.2  0.2 11.1  1.1  5.6 SSE   S      STEEP  4.6 169
2013 12 05 20 25  1.1  0.2 11.1  1.1  5.0 SSE SSE VERY_STEEP  4.6 166
2013 12 05 19 55  1.1  0.2 10.5  1.1  5.3 SSE SSE VERY_STEEP  4.5 162
2013 12 05 19 25  1.1  0.2 10.5  1.1  5.3 SSE SSE VERY_STEEP  4.4 152
2013 12 05 18 55  1.2  0.2 10.5  1.1  5.0 SSE SSE VERY_STEEP  4.6 155
2013 12 05 18 25  1.1  0.2 11.1  1.1  4.8 SSE SSE VERY_STEEP  4.4 156
2013 12 05 17 55  1.1  0.2 11.1  1.0  5.0   S SSE VERY_STEEP  4.3 156
2013 12 05 17 25  1.1  0.2 10.5  1.1  5.0   S  SE VERY_STEEP  4.2 146
2013 12 05 16 55  1.1  0.2 10.5  1.1  4.8   S SSE VERY_STEEP  4.2 155
2013 12 05 16 25  1.1  0.2 11.1  1.1  4.5 SSE SSE VERY_STEEP  4.1 157
2013 12 05 15 55  1.1  0.2 11.1  1.1  4.5 SSE SSE VERY_STEEP  4.1 163
2013 12 05 15 25  1.1  0.2 11.1  1.1  4.8 SSE SSE VERY_STEEP  4.1 162
2013 12 05 14 55  1.1  0.2 11.1  1.1  4.8 SSE SSE VERY_STEEP  4.0 162
2013 12 05 14 25  1.1  0.2 11.1  1.1  4.3 SSE   S VERY_STEEP  3.9 170
2013 12 05 13 55  1.0  0.2 10.5  1.0  4.3 SSE SSE VERY_STEEP  3.8 163
2013 12 05 13 25  0.9  0.2 10.5  0.9  4.3 SSE SSE VERY_STEEP  3.8 162
2013 12 05 12 55  0.9  0.2 11.1  0.9  4.0   S   S VERY_STEEP  3.7 181
2013 12 05 12 25  0.9  0.2 10.5  0.9  4.0 SSE   S VERY_STEEP  3.7 179
2013 12 05 11 55  0.9  0.2 11.8  0.9  4.2   S   S VERY_STEEP  3.8 184
2013 12 05 11 25  0.9  0.2 10.5  0.9  4.2   S   S VERY_STEEP  3.8 183
2013 12 05 10 55  0.8  0.2 11.1  0.8  3.9   S   S VERY_STEEP  3.8 176
2013 12 05 10 25  0.9  0.2 10.5  0.9  3.7 SSE   S VERY_STEEP  3.7 174
2013 12 05 09 55  0.9  0.2 11.1  0.9  3.9   S   S VERY_STEEP  3.6 181
2013 12 05 09 25  0.8  0.1 11.8  0.8  3.9   S   S VERY_STEEP  3.6 188
2013 12 05 08 55  0.8  0.2 10.5  0.7  3.7   S   S        N/A  3.6 177
2013 12 05 08 25  0.7  0.2 10.5  0.7  3.3   S   S        N/A  3.6 176
2013 12 05 07 55  0.7  0.2 10.5  0.6  3.3 SSE   S        N/A  3.5 177
2013 12 05 07 25  0.6  0.2 10.5  0.6  2.9 SSE   S        N/A  3.5 172
2013 12 05 06 55  0.5  0.2 11.1  0.5  9.1   S   S        N/A  3.7 170
2013 12 05 06 25  0.5  0.2 10.5  0.4  9.1   S SSE        N/A  3.9 157
2013 12 05 05 55  0.5  0.2 11.8  0.5  9.9   S   S        N/A  4.2 177
2013 12 05 05 25  0.5  0.2 10.5  0.4  9.9 SSE   S        N/A  4.8 173
2013 12 05 04 55  0.4  0.2 10.5  0.4  9.9 SSE SSE        N/A  4.6 162
2013 12 05 04 25  0.5  0.2 10.5  0.4  9.9 SSE SSE        N/A  5.1 157
2013 12 05 03 55  0.5  0.2 11.1  0.4  9.1   S SSE        N/A  5.5 166
2013 12 05 03 25  0.4  0.2 10.5  0.4  9.1 SSE SSE        N/A  5.8 163
2013 12 05 02 55  0.4  0.1 11.1  0.4  9.9 SSE SSE        N/A  5.8 157
2013 12 05 02 25  0.5  0.2 10.5  0.4  9.9 SSE SSE        N/A  6.0 156
2013 12 05 01 55  0.5  0.2 11.1  0.4  9.9 SSE SSE        N/A  5.9 159
2013 12 05 01 25  0.5  0.2 10.5  0.4  9.1   S SSE        N/A  6.0 167
2013 12 05 00 55  0.5  0.2 10.5  0.4  9.1 SSE   S        N/A  5.8 167
2013 12 05 00 25  0.5  0.2 11.1  0.4  9.1 SSE SSE        N/A  5.7 156
2013 12 04 23 55  0.5  0.2 11.1  0.4  9.1 SSE SSE        N/A  5.5 166
2013 12 04 23 25  0.5  0.2 10.5  0.5  9.9 SSE SSE        N/A  5.9 153
2013 12 04 22 55  0.5  0.2 10.5  0.5  9.9   S SSE        N/A  6.0 166
2013 12 04 22 25  0.5  0.2 10.5  0.5  9.9 SSE SSE        N/A  5.7 160
2013 12 04 21 55  0.5  0.2 10.5  0.5  9.1 SSE SSE        N/A  5.7 167
2013 12 04 21 25  0.5  0.2 11.8  0.5  9.1   S SSE        N/A  5.6 157
2013 12 04 20 55  0.6  0.2 10.5  0.5  9.1 SSE SSE        N/A  5.5 163
2013 12 04 20 25  0.5  0.3 11.1  0.5  9.1 SSE  SE        N/A  5.2 155
2013 12 04 19 55  0.5  0.2 11.1  0.5  9.1 SSE SSE        N/A  4.7 157
2013 12 04 19 25  0.6  0.3 10.5  0.5  9.1  SE SSE        N/A  5.6 146
2013 12 04 18 55  0.6  0.2 11.8  0.5  9.9 SSE SSE        N/A  5.2 155
2013 12 04 18 25  0.6  0.3 10.5  0.5  9.9 SSE SSE        N/A  5.1 153
2013 12 04 17 55  0.6  0.3 11.1  0.6  9.9 SSE SSE        N/A  5.1 148
2013 12 04 17 25  0.6  0.3 11.1  0.6  9.9 SSE SSE        N/A  4.7 148
2013 12 04 16 55  0.7  0.3 11.1  0.6  9.9 SSE SSE        N/A  4.6 157
2013 12 04 16 25  0.7  0.3 11.1  0.6  9.9  SE  SE        N/A  4.3 132
2013 12 04 15 55  0.7  0.3 11.1  0.7  3.6  SE NNW        N/A  4.3 143
2013 12 04 15 25  0.8  0.4 11.1  0.7  9.9 SSE SSE    AVERAGE  4.5 148
2013 12 04 14 55  0.9  0.4 10.5  0.8  9.9 SSE SSE    AVERAGE  4.4 156
2013 12 04 14 25  0.8  0.3 10.5  0.7  9.9 SSE  SE    AVERAGE  4.0 156
2013 12 04 13 55  0.8  0.3 11.1  0.8  9.9  SE SSE    AVERAGE  4.3 153
2013 12 04 13 25  0.8  0.3 10.5  0.8  3.6  SE  NW VERY_STEEP  4.0 322
2013 12 04 12 55  0.8  0.3 11.1  0.8  9.9  SE SSE    AVERAGE  4.2 150
2013 12 04 12 25  0.8  0.3 10.5  0.7  9.9 SSE SSE    AVERAGE  4.1 159
2013 12 04 11 55  0.8  0.3 10.5  0.8  9.9  SE SSE    AVERAGE  4.2 148
2013 12 04 11 25  0.8  0.3 11.8  0.7  9.9 SSE SSE        N/A  4.4 156
2013 12 04 10 55  0.8  0.4 10.5  0.7  9.1 SSE  SE    AVERAGE  4.7 157
2013 12 04 10 25  0.8  0.3 11.1  0.7  9.9 SSE SSE    AVERAGE  4.9 156
2013 12 04 09 55  0.8  0.3 10.5  0.7  9.9 SSE SSE    AVERAGE  4.6 159
2013 12 04 09 25  0.9  0.3 11.8  0.8  9.9  SE SSE    AVERAGE  4.7 148
2013 12 04 08 55  0.9  0.4 10.5  0.8  9.9 SSE SSE    AVERAGE  4.8 153
2013 12 04 08 25  0.9  0.4 10.5  0.9  9.9 SSE SSE    AVERAGE  4.7 156
2013 12 04 07 55  1.0  0.3 11.1  0.9  9.9 SSE SSE    AVERAGE  4.6 148
2013 12 04 07 25  0.9  0.3 11.1  0.9  3.7 SSE  NW VERY_STEEP  4.2 326
2013 12 04 06 55  1.0  0.4 11.1  0.9  9.9 SSE SSE    AVERAGE  4.7 149
2013 12 04 06 25  0.9  0.4 10.5  0.8  9.9 SSE SSE    AVERAGE  4.3 152
2013 12 04 05 55  0.9  0.4 10.5  0.8  9.9 SSE  SE    AVERAGE  4.4 153
2013 12 04 05 25  1.0  0.4 11.8  0.9  9.9 SSE SSE    AVERAGE  4.7 152
2013 12 04 04 55  1.1  0.5 10.5  0.9  9.9 SSE  SE    AVERAGE  4.6 150
2013 12 04 04 25  1.1  0.5 11.1  0.9  9.9 SSE  SE    AVERAGE  4.7 149
2013 12 04 03 55  1.1  0.4 11.1  1.0  9.9  SE  SE    AVERAGE  4.5 138
2013 12 04 03 25  1.1  0.5 11.1  1.0  9.9 SSE  SE    AVERAGE  4.7 146
2013 12 04 02 55  1.1  0.4 10.5  1.0  9.9  SE  SE    AVERAGE  4.5 145
2013 12 04 02 25  1.1  0.4 11.1  1.0  9.9  SE  SE    AVERAGE  4.7 136
2013 12 04 01 55  1.1  0.5 10.5  1.0  4.0  SE NNW    AVERAGE  4.6 146
2013 12 04 01 25  1.1  0.5 10.5  1.0  9.9  SE  SE    AVERAGE  4.6 139
2013 12 04 00 55  1.1  0.4 10.5  1.0  9.1  SE SSE    AVERAGE  4.6 142
2013 12 04 00 25  1.1  0.5 10.5  1.0  9.1  SE  SE    AVERAGE  4.9 142
2013 12 03 23 25  1.0  0.5 10.5  0.9  9.1 SSE  SE    AVERAGE  5.7 148
2013 12 03 22 55  1.1  0.4 10.5  1.0  9.9  SE  SE    AVERAGE  5.5 138
2013 12 03 22 25  1.2  0.4 10.5  1.1  9.9  SE  SE    AVERAGE  5.7 139
2013 12 03 21 55  1.1  0.5 10.5  1.0  9.9  SE  SE    AVERAGE  5.2 141
2013 12 03 21 25  1.2  0.6 11.1  1.0  9.9  SE  SE    AVERAGE  5.5 142
2013 12 03 20 55  1.2  0.6 10.5  1.0  9.9 SSE  SE    AVERAGE  5.3 148
2013 12 03 20 25  1.1  0.4 10.5  1.0  9.9  SE  SE    AVERAGE  5.1 139
2013 12 03 19 55  1.1  0.5 11.1  1.0  9.9  SE  SE    AVERAGE  4.8 143
2013 12 03 19 25  1.1  0.5 11.1  1.0  9.9 SSE  SE    AVERAGE  5.0 149
2013 12 03 18 55  1.0  0.4 11.1  0.9  8.3  SE SSE    AVERAGE  4.6 143
2013 12 03 18 25  1.0  0.4 10.5  0.9  9.1  SE SSE    AVERAGE  4.7 142
2013 12 03 17 55  1.0  0.4 11.8  0.9  9.9  SE  SE    AVERAGE  4.7 142
2013 12 03 17 25  1.0  0.3 11.8  0.9  9.1  SE SSE    AVERAGE  4.7 149
2013 12 03 16 55  1.1  0.4 10.5  1.0  9.9  SE  SE    AVERAGE  4.7 146
2013 12 03 16 25  1.1  0.3 11.1  1.0  9.1  SE SSE    AVERAGE  4.4 149
2013 12 03 15 55  1.1  0.4 11.1  1.1  9.9 SSE  SE    AVERAGE  4.8 148
2013 12 03 15 25  1.1  0.4 10.5  1.0  9.9 SSE SSE    AVERAGE  4.5 157
2013 12 03 14 55  1.1  0.3 10.5  1.1  9.9  SE  SE    AVERAGE  4.8 146
2013 12 03 14 25  1.2  0.4 10.5  1.1  9.1 SSE SSE    AVERAGE  4.7 148
2013 12 03 13 55  1.1  0.3 10.5  1.0  8.3  SE SSE    AVERAGE  4.7 153
2013 12 03 13 25  1.1  0.3 11.1  1.0  9.1 SSE SSE    AVERAGE  4.7 148
2013 12 03 12 55  1.1  0.3 11.1  1.1  8.3  SE SSE    AVERAGE  4.9 159
2013 12 03 12 25  1.1  0.3 10.5  1.0  7.7  SE SSE    AVERAGE  4.8 149
2013 12 03 11 55  1.1  0.3 11.1  1.0  8.3  SE SSE    AVERAGE  5.0 162
2013 12 03 11 25  1.1  0.2 11.1  1.0  8.3 SSE SSE    AVERAGE  5.0 152
2013 12 03 10 55  1.1  0.3 10.5  1.0  7.7 SSE SSE    AVERAGE  5.0 148
2013 12 03 10 25  1.0  0.3 10.5  1.0  7.7 SSE SSE    AVERAGE  5.1 153
2013 12 03 09 55  1.1  0.3 10.5  1.0  8.3 SSE SSE    AVERAGE  5.2 162
2013 12 03 09 25  1.0  0.3 10.5  1.0  8.3 SSE SSE    AVERAGE  5.0 155
2013 12 03 08 55  1.0  0.3 10.5  1.0  8.3 SSE SSE    AVERAGE  5.2 155
2013 12 03 08 25  1.0  0.3 11.1  1.0  8.3 SSE SSE    AVERAGE  5.2 156
2013 12 03 07 55  0.9  0.3 10.5  0.9  8.3  SE SSE    AVERAGE  5.0 159
2013 12 03 07 25  0.9  0.2 11.1  0.8  8.3 SSE SSE    AVERAGE  5.0 164
2013 12 03 06 55  0.9  0.3 10.5  0.8  9.9 SSE SSE    AVERAGE  5.4 162
2013 12 03 06 25  0.8  0.2 10.5  0.8  9.1 SSE SSE    AVERAGE  5.2 164
2013 12 03 05 55  0.8  0.2 10.5  0.8  8.3  SE SSE    AVERAGE  5.3 163
2013 12 03 05 25  0.8  0.2 10.5  0.8  9.1 SSE   S    AVERAGE  5.3 173
2013 12 03 04 55  0.8  0.2 10.5  0.7  9.1 SSE   S        N/A  5.4 176
2013 12 03 04 25  0.8  0.2 11.1  0.7  9.1 SSE   S        N/A  5.7 179
2013 12 03 03 55  0.8  0.2 10.5  0.8  9.9   S SSE    AVERAGE  5.8 160
2013 12 03 03 25  0.8  0.2 10.5  0.7  8.3 SSE   S        N/A  5.4 169
2013 12 03 02 55  0.8  0.2 11.1  0.7  9.1 SSE SSE        N/A  5.5 164
2013 12 03 02 25  0.8  0.2 10.5  0.8  9.9 SSE SSE    AVERAGE  5.6 167
2013 12 03 01 55  0.8  0.2 10.5  0.8  9.9 SSE SSE    AVERAGE  5.9 166
2013 12 03 01 25  0.8  0.2 10.5  0.8  5.3 SSE SSE        N/A  5.9 156
2013 12 03 00 55  0.7  0.2 11.1  0.7  9.9 SSE SSE        N/A  5.9 160
2013 12 03 00 25  0.8  0.2 11.1  0.8  7.7 SSE   S    AVERAGE  6.0 177
2013 12 02 23 55  0.8  0.2 10.5  0.8  7.1 SSE   S    AVERAGE  6.0 177
2013 12 02 23 25  0.8  0.2 11.1  0.8  8.3 SSE   S    AVERAGE  5.9 177
2013 12 02 22 55  0.9  0.2 10.5  0.8  7.7 SSE   S    AVERAGE  6.1 180
2013 12 02 22 25  0.8  0.2 11.8  0.8  9.9 SSE SSE    AVERAGE  6.2 164
2013 12 02 21 55  0.8  0.2 10.5  0.8  7.7 SSE   S        N/A  5.9 177
2013 12 02 21 25  0.8  0.2 11.1  0.7  8.3 SSE SSE        N/A  6.2 160
2013 12 02 20 55  0.8  0.2 10.5  0.8  8.3 SSE   S        N/A  6.1 180
2013 12 02 20 25  0.8  0.2 11.1  0.8  5.6 SSE SSE        N/A  5.9 157
2013 12 02 19 55  0.8  0.2 11.1  0.8  8.3 SSE   S        N/A  6.0 169
2013 12 02 19 25  0.7  0.2 10.5  0.7  9.1 SSE   S        N/A  6.0 179
2013 12 02 18 55  0.8  0.2 10.5  0.7  8.3 SSE SSE        N/A  5.8 163
2013 12 02 18 25  0.7  0.2 10.5  0.7  9.1 SSE SSE        N/A  5.8 162
2013 12 02 17 55  0.8  0.2 11.8  0.7  5.9 SSE SSE        N/A  5.7 160
2013 12 02 17 25  0.8  0.2 10.5  0.7  6.2 SSE   S        N/A  5.7 176
2013 12 02 16 55  0.8  0.2 10.5  0.8  6.2 SSE SSE        N/A  5.7 160
2013 12 02 16 25  0.8  0.2 10.5  0.8  6.2 SSE SSE        N/A  5.8 166
2013 12 02 15 55  0.9  0.2 10.5  0.8  6.2 SSE SSE      STEEP  5.6 153
2013 12 02 15 25  0.8  0.2 10.5  0.8  6.2 SSE   S    AVERAGE  5.6 170
2013 12 02 14 55  0.9  0.2 10.5  0.9  6.7 SSE   S    AVERAGE  5.5 173
2013 12 02 14 25  0.8  0.2 10.5  0.8  5.9 SSE SSE      STEEP  5.3 160
2013 12 02 13 55  0.9  0.2 10.5  0.9  6.7 SSE   S    AVERAGE  5.4 173
2013 12 02 13 25  0.9  0.2 10.5  0.9  6.7 SSE   S    AVERAGE  5.3 174
2013 12 02 12 55  0.9  0.2 10.5  0.9  6.7 SSE   S    AVERAGE  5.3 180
2013 12 02 12 25  0.9  0.1 11.1  0.9  6.7 SSE   S    AVERAGE  5.2 174
2013 12 02 11 55  0.9  0.2 10.5  0.9  6.2 SSE   S      STEEP  5.0 181
2013 12 02 11 25  0.9  0.2 11.1  0.9  6.2 SSE   S      STEEP  4.9 181
2013 12 02 10 55  1.0  0.2 10.5  0.9  6.7 SSE   S    AVERAGE  5.0 183
2013 12 02 10 25  1.0  0.2 10.5  1.0  6.7 SSE   S    AVERAGE  5.1 190
2013 12 02 09 55  1.0  0.2 10.5  1.0  6.7 SSE   S    AVERAGE  5.2 187
2013 12 02 09 25  1.1  0.2 10.5  1.1  7.1 SSE   S    AVERAGE  5.3 190
2013 12 02 08 55  1.1  0.1 11.8  1.0  5.9 SSE   S      STEEP  5.2 180
2013 12 02 08 25  1.1  0.1 10.5  1.1  7.7 SSE   S    AVERAGE  5.2 186
2013 12 02 07 55  1.1  0.2 10.5  1.1  6.2 SSE   S      STEEP  5.3 184
2013 12 02 07 25  1.1  0.2 10.5  1.1  6.7 SSE   S      STEEP  5.1 190
2013 12 02 06 55  1.2  0.1 10.5  1.2  7.1 SSE   S    AVERAGE  5.3 191
2013 12 02 06 25  1.3  0.2 10.5  1.3  7.1 SSE   S    AVERAGE  5.5 187
2013 12 02 05 55  1.2  0.2 10.5  1.2  7.1 SSE SSW    AVERAGE  5.4 193
2013 12 02 05 25  1.2  0.1 11.1  1.2  7.1 SSE SSW    AVERAGE  5.2 193
2013 12 02 04 55  1.1  0.2 10.5  1.1  7.7   S SSW    AVERAGE  5.0 197
2013 12 02 04 25  1.1  0.2 10.5  1.1  7.1   S SSW    AVERAGE  4.9 197
2013 12 02 03 55  1.1  0.1 10.5  1.0  5.9   S   S      STEEP  4.5 187
2013 12 02 03 25  1.1  0.2 10.5  1.1  6.2 SSE SSW      STEEP  4.5 194
2013 12 02 02 55  1.1  0.2 10.5  1.1  6.2   S   S      STEEP  4.5 191
2013 12 02 02 25  1.2  0.1 10.5  1.2  6.2 SSE   S      STEEP  4.6 190
2013 12 02 01 55  1.2  0.1 10.5  1.2  5.9 SSE SSW      STEEP  4.6 194
2013 12 02 01 25  1.2  0.2 10.5  1.2  5.9   S SSW      STEEP  4.8 201
2013 12 02 00 55  1.3  0.2 10.5  1.3  6.2   S SSW      STEEP  4.9 200
2013 12 02 00 25  1.4  0.2 10.5  1.4  6.2   S SSW      STEEP  5.2 202
2013 12 01 23 55  1.4  0.2 10.5  1.4  7.1 SSE SSW      STEEP  5.1 212
2013 12 01 23 25  1.3  0.2 10.5  1.3  5.3   S   S VERY_STEEP  4.8 181
2013 12 01 22 55  1.4  0.1 11.1  1.4  5.3 SSE   S VERY_STEEP  4.7 177
2013 12 01 22 25  1.3  0.1 10.5  1.3  5.3   S   S VERY_STEEP  4.5 179
2013 12 01 21 55  1.4  0.1 11.1  1.4  5.0 SSE SSE VERY_STEEP  4.5 167
2013 12 01 21 25  1.4  0.1 10.5  1.4  5.3   S   S VERY_STEEP  4.5 179
2013 12 01 20 55  1.4  0.1 11.8  1.4  5.6   S   S VERY_STEEP  4.4 174
2013 12 01 20 25  1.5  0.2 10.5  1.4  5.3 SSE   S VERY_STEEP  4.4 172
2013 12 01 19 55  1.6  0.1 10.5  1.6  5.6   S   S VERY_STEEP  4.7 180
2013 12 01 19 25  1.6  0.1 10.5  1.5  5.6 SSE   S VERY_STEEP  4.6 173
2013 12 01 18 55  1.7  0.1 10.5  1.7  5.6 SSE   S VERY_STEEP  4.7 173
2013 12 01 18 25  1.6  0.2 11.1  1.6  5.6 SSE SSE VERY_STEEP  4.6 163
2013 12 01 17 55  1.6  0.2 10.5  1.6  5.6   S   S VERY_STEEP  4.7 179
2013 12 01 17 25  1.7  0.1 11.8  1.7  5.9   S   S VERY_STEEP  4.6 177
2013 12 01 16 55  1.6  0.2 10.5  1.6  5.6 SSE   S VERY_STEEP  4.7 176
2013 12 01 16 25  1.7  0.1 10.5  1.7  5.6   S   S VERY_STEEP  4.7 173
2013 12 01 15 55  1.5  0.2 10.5  1.5  5.3 SSE   S VERY_STEEP  4.5 176
2013 12 01 15 25  1.4  0.1 10.5  1.4  5.3   S   S VERY_STEEP  4.5 181
2013 12 01 14 55  1.5  0.1 10.5  1.5  5.3 SSE   S VERY_STEEP  4.5 180
2013 12 01 14 25  1.4  0.2 10.5  1.4  5.0   S   S VERY_STEEP  4.3 172
2013 12 01 13 55  1.3  0.2 10.5  1.2  5.0   S   S VERY_STEEP  4.1 177
2013 12 01 13 25  1.3  0.1 10.5  1.3  4.8 SSE   S VERY_STEEP  4.1 173
2013 12 01 12 55  1.2  0.1 10.5  1.2  4.8   S   S VERY_STEEP  4.1 172
2013 12 01 12 25  1.1  0.1 10.5  1.1  4.5   S   S VERY_STEEP  4.0 169
2013 12 01 11 55  1.2  0.1 10.5  1.2  4.8   S   S VERY_STEEP  4.0 174
2013 12 01 11 25  1.1  0.1 10.5  1.1  4.8 SSE   S VERY_STEEP  3.9 172
2013 12 01 10 55  1.1  0.1 10.5  1.0  4.3 SSE   S VERY_STEEP  3.9 172
2013 12 01 10 25  1.1  0.1 11.1  1.1  4.2 SSE   S VERY_STEEP  3.9 177
2013 12 01 09 55  1.1  0.1 10.5  1.0  4.3   S   S VERY_STEEP  3.9 174
2013 12 01 09 25  1.0  0.1 11.1  1.0  4.2   S   S VERY_STEEP  3.7 174
2013 12 01 08 55  1.0  0.1 11.1  1.0  4.0 SSE   S VERY_STEEP  3.7 181
2013 12 01 08 25  0.9  0.1 11.1  0.9  4.2 SSE   S VERY_STEEP  3.6 183
2013 12 01 07 55  0.9  0.1 10.5  0.9  3.9 SSE   S VERY_STEEP  3.5 173
